full_text,Label,text,predicted_label
"['cakep', 'banget', 'anjir', 'jangan', 'nyengol', 'hati', 'comelku', 'babi', 'huf', 'maf', 'krusinh', 'trs', 'aku', 'mau', 'nabung', 'anjir', 'mngkin']",Bully, cakep banget anjir jangan nyengol hati comelku babi huf maf krusinh trs aku mau nabung anjir mngkin ,Bully
"['pa', 'cahyo', 'tuh', 'enak', 'ngajarinya', 'ketawa', 'ketiwi', 'tapi', 'gabisa', 'priv', 'babi']",Bully, pa cahyo tuh enak ngajarinya ketawa ketiwi tapi gabisa priv babi ,Bully
"['jelek', 'banget', 'babi', 'nangis', 'busway', 'siang', 'siang']",Bully, jelek banget babi nangis busway siang siang ,Bully
"['yang', 'krn', 'yang']",Bully, yang krn yang ,Bully
"['milih', 'babi']",Bully, milih babi ,Bully
"['walah', 'babi', 'wowowkwkwk']",Bully, walah babi wowowkwkwk ,Bully
"['dc', 'nya', 'serem', 'banget', 'temen', 'gue', 'pakai', 'nelfon', 'orang', 'tuanya', 'maki', 'maki', 'kek', 'babi', 'dc', 'nya', 'anjir', 'ngancem']",Bully, dc nya serem banget temen gue pakai nelfon orang tuanya maki maki kek babi dc nya anjir ngancem ,Bully
"['morning', 'emng', 'jaekyung', 'kontol', 'babi', 'emng']",Bully, morning emng jaekyung kontol babi emng ,Bully
"['krl', 'manda', 'foto']",Bully, krl manda foto ,Bully
"['pas', 'heheh']",Bully, pas heheh ,Bully
"['cape', 'ngerapihin', 'lupa', 'save', 'babi']",Bully, cape ngerapihin lupa save babi ,Bully
"['babi', 'makasih', 'udah', 'gue', 'ketawa']",Bully, babi makasih udah gue ketawa ,Bully
"['anjing', 'axis', 'tai', 'beli', 'paket', 'suka', 'suka', 'rebu', 'gb', 'isi', 'gb', 'doang', 'bangsat', 'sehari', 'doang', 'mah', 'babi']",Bully, anjing axis tai beli paket suka suka rebu gb isi gb doang bangsat sehari doang mah babi ,Bully
"['babi', 'tidur', 'sebentar', 'udah', 'kena', 'nightmare']",Bully, babi tidur sebentar udah kena nightmare ,Bully
"['ya', 'tidak', 'jangan', 'lgsg', 'diulti', 'gitulah', 'babi']",Bully, ya tidak jangan lgsg diulti gitulah babi ,Bully
"['bangsat', 'anjing', 'fuck', 'puki', 'bajingan', 'aish', 'shibal', 'babi', 'tai', 'monyed']",Bully, bangsat anjing fuck puki bajingan aish shibal babi tai monyed ,Bully
"['otak', 'anjing', 'dehblo', 'anjing', 'bangsat', 'bencik', 'hgt', 'gue', 'kenjaku', 'babi']",Bully, otak anjing dehblo anjing bangsat bencik hgt gue kenjaku babi ,Bully
"['tidak', 'takut', 'jatuh', 'cinta', 'orang', 'sampai', 'banga', 'sangat', 'babi', 'kek', 'diperhatin', 'ortu', 'gitu', 'loh', 'of', 'si', 'terang', 'terangan', 'gun', 'si', 'keliatan', 'cuek', 'aslinya', 'diem', 'perhatian', 'ditakutin', 'berubah', 'ningalin', 'ofgun']",Bully, tidak takut jatuh cinta orang sampai banga sangat babi kek diperhatin ortu gitu loh of si terang terangan gun si keliatan cuek aslinya diem perhatian ditakutin berubah ningalin ofgun ,Bully
[],Bully, ,Bully
"['tb', 'tb', 'nt', 'deket', 'sama', 'anjing', 'tidak', 'cerita', 'babi']",Bully, tb tb nt deket sama anjing tidak cerita babi ,Bully
"['emang', 'babi']",Bully, emang babi ,Bully
"['nyolong', 'pialaku', 'bawa', 'pulang', 'pas', 'dipajang', 'sekolah', 'ngak', 'keurus']",Bully, nyolong pialaku bawa pulang pas dipajang sekolah ngak keurus ,Bully
"['nyari', 'referensi', 'jurnal', 'kek', 'babi', 'susahnya']",Bully, nyari referensi jurnal kek babi susahnya ,Bully
"['babi', 'bangetlah', 'si', 'jere', 'woargh', 'ngucapin', 'serapah', 'ngak', 'puas', 'gue', 'ngamuknya', 'real', 'gue', 'aja', 'udah', 'kehabisan', 'sumpah', 'serapah']",Bully, babi bangetlah si jere woargh ngucapin serapah ngak puas gue ngamuknya real gue aja udah kehabisan sumpah serapah ,Bully
"['babi', 'ngakak', 'banget']",Bully, babi ngakak banget ,Bully
"['gue', 'ngingetin', 'ya', 'babi', 'sebenarnya', 'gue', 'pengen', 'ngomong', 'dancok', 'loh', 'gue', 'ngingetin', 'kontol', 'gue', 'gedeg', 'banget', 'lo', 'sumpah', 'disabarim', 'tidak', 'ngerti', 'banget', 'anjing', 'ngeselin', 'nya']",Bully, gue ngingetin ya babi sebenarnya gue pengen ngomong dancok loh gue ngingetin kontol gue gedeg banget lo sumpah disabarim tidak ngerti banget anjing ngeselin nya ,Bully
"['tau', 'ah', 'mls', 'kalah', 'mulu', 'babi']",Bully, tau ah mls kalah mulu babi ,Bully
"['gue', 'belum', 'sempet', 'anjir', 'pas', 'gue', 'nyari', 'udah', 'gk', 'babi', 'bngt']",Bully, gue belum sempet anjir pas gue nyari udah gk babi bngt ,Bully
"['kwidbeywkwiwkwk', 'babi']",Bully, kwidbeywkwiwkwk babi ,Bully
['jaiwkwjsowksnsjiw'],Bully, jaiwkwjsowksnsjiw ,Bully
"['bambam', 'solo', 'concert', 'in', 'mnl']",Bully, bambam solo concert in mnl ,Bully
['bajingan'],NoBully, bajingan ,NoBully
['bajingan'],NoBully, bajingan ,NoBully
"['bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'dunia', 'rocky', 'gerung', 'doang', 'contoh', 'kau', 'pelacur', 'kampung', 'namanya', 'pelacur', 'kampung', 'mu', 'doang', 'betul', 'tidak', 'monyet']",NoBully, bajingan tolol dongo banget emang nya dunia rocky gerung doang contoh kau pelacur kampung namanya pelacur kampung mu doang betul tidak monyet ,Bully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",Bully, amin semoga bajingan tolol sadar ya ,Bully
"['yang', 'lebih', 'bajingan', 'mrk', 'yang', 'menjadikan', 'anjing', 'china', 'polisi']",Bully, yang lebih bajingan mrk yang menjadikan anjing china polisi ,Bully
"['omong', 'kosong', 'kayak', 'ngak', 'udah', 'dipercaya', 'pinokio', 'yang', 'jdi', 'buktinya']",Bully, omong kosong kayak ngak udah dipercaya pinokio yang jdi buktinya ,Bully
"['dasar', 'lonte', 'bajingan']",NoBully, dasar lonte bajingan ,NoBully
"['pulau', 'rempang', 'berduka', 'orang', 'in', 'kemana', 'aja', 'hilang', 'telan', 'bumi', 'udah', 'kubur', 'ngepet', 'pindah', 'cari', 'sasaran', 'bisnis', 'investorx', 'coba', 'bajingan', 'tolol']",NoBully, pulau rempang berduka orang in kemana aja hilang telan bumi udah kubur ngepet pindah cari sasaran bisnis investorx coba bajingan tolol ,Bully
"['nyalain', 'tiktok', 'anjlok', 'semenjak', 'lo', 'daya', 'beli', 'org', 'turun', 'planga', 'plongo']",Bully, nyalain tiktok anjlok semenjak lo daya beli org turun planga plongo ,Bully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",Bully, dungu menyandang gelar bajingan tolol ,Bully
"['nya', 'bajingan']",Bully, nya bajingan ,NoBully
"['dongo', 'cari', 'uang', 'halal', 'ngerti', 'tidak', 'bajingan', 'tolol', 'nih', 'orang']",NoBully, dongo cari uang halal ngerti tidak bajingan tolol nih orang ,NoBully
"['kades', 'pejabat', 'kelurahan', 'representasi', 'suara', 'rakyat', 'adil', 'sat', 'mengambil', 'kesimpulan', 'aspirasi', 'warganya', 'pro', 'kontra', 'jangan', 'yang', 'kontra', 'teprovokasi', 'kelompok', 'bajingan', 'tolol', 'aman', 'deh']",Bully, kades pejabat kelurahan representasi suara rakyat adil sat mengambil kesimpulan aspirasi warganya pro kontra jangan yang kontra teprovokasi kelompok bajingan tolol aman deh ,Bully
"['bajingan', 'tolol', 'jelasin', 'komunis', 'orang', 'komunis', 'yang', 'bersemangat', 'komunis', 'dongo', 'banget', 'nih', 'orang', 'kena', 'jebakan', 'batman', 'gue']",NoBully, bajingan tolol jelasin komunis orang komunis yang bersemangat komunis dongo banget nih orang kena jebakan batman gue ,NoBully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'gk', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'udah', 'kecewa', 'munafik']",NoBully, buzerpki munafik bajingan tolol cebong penjilat bangsa kader abubu in gk mengalahkan anis karna ganjar korupsi ktp wowok pendukungx udah kecewa munafik ,Bully
"['menginjak', 'nginjak', 'gue', 'ngangep', 'gue', 'remeh', 'ngejadin', 'gue', 'sasaran', 'empuk', 'tindas', 'brengsek', 'bajingan', 'tolol', 'manusia', 'pantek']",Bully, menginjak nginjak gue ngangep gue remeh ngejadin gue sasaran empuk tindas brengsek bajingan tolol manusia pantek ,Bully
"['hukum', 'dunia', 'hukum', 'alam', 'kebal', 'camat', 'pelaku', 'bajingan', 'semoga', 'akhirat', 'terbalas', 'telak', 'kuat', 'tabah', 'ya', 'samsul', 'alah', 'naikin', 'derajat', 'martabat', 'keluarga', 'setingi', 'langit', 'udah', 'kacau', 'sistem', 'hukum', 'negara']",NoBully, hukum dunia hukum alam kebal camat pelaku bajingan semoga akhirat terbalas telak kuat tabah ya samsul alah naikin derajat martabat keluarga setingi langit udah kacau sistem hukum negara ,Bully
"['huft', 'tidak', 'mengajarkan', 'km', 'mencintai', 'sagitarius', 'bajingan']",Bully, huft tidak mengajarkan km mencintai sagitarius bajingan ,Bully
"['temen', 'gue', 'brengsek', 'bajingan']",Bully, temen gue brengsek bajingan ,NoBully
"['bukti', 'negeri', 'dikuasai', 'bajingan']",NoBully, bukti negeri dikuasai bajingan ,Bully
"['dasar', 'bajingan', 'tolol']",NoBully, dasar bajingan tolol ,NoBully
"['emang', 'benar', 'ya', 'cewek', 'suka', 'cowok', 'bajingan', 'bilang', 'banget', 'pengen', 'ningalin', 'kocak', 'anjing', 'giliran', 'udah', 'disakitin', 'cowok', 'koar', 'cowok', 'percaya']",Bully, emang benar ya cewek suka cowok bajingan bilang banget pengen ningalin kocak anjing giliran udah disakitin cowok koar cowok percaya ,Bully
"['omdo', 'bp', 'presiden', 'ri', 'jo', 'o', 'widodo', 'kepala', 'negara', 'terpopuler', 'dunia', 'diakui', 'tetanga', 'negara', 'dekatnya', 'kepala', 'negara', 'adem', 'dermawan', 'segelintir', 'orang', 'warga', 'negaranya', 'cerdas', 'pengeritik', 'pedas', 'menyebut', 'bajingan', 'tenang']",Bully, omdo bp presiden ri jo o widodo kepala negara terpopuler dunia diakui tetanga negara dekatnya kepala negara adem dermawan segelintir orang warga negaranya cerdas pengeritik pedas menyebut bajingan tenang ,Bully
"['bajingan', 'tolol']",NoBully, bajingan tolol ,NoBully
['bajingan'],NoBully, bajingan ,NoBully
"['kenyatan', 'realita', 'hidup', 'pedih', 'bajingan']",Bully, kenyatan realita hidup pedih bajingan ,Bully
"['bajingan', 'cakep', 'bngt', 'winwin']",Bully, bajingan cakep bngt winwin ,Bully
"['aura', 'si', 'emang', 'negatif', 'bajingan', 'munafik', 'melekat', 'pd', 'si', 'anies']",NoBully, aura si emang negatif bajingan munafik melekat pd si anies ,Bully
"['kerja', 'bajingan', 'tolol', 'korup']",NoBully, kerja bajingan tolol korup ,NoBully
"['bajingan', 'tolol', 'yang', 'tidak', 'peduli', 'rkyat', 'tanah', 'd', 'rampas', 'rajanya', 'pesta', 'pora', 'kaya', 'jaman', 'kompeni', 'blanda']",NoBully, bajingan tolol yang tidak peduli rkyat tanah d rampas rajanya pesta pora kaya jaman kompeni blanda ,Bully
"['namanya', 'kadrun', 'munafik', 'culas', 'bajingan', 'karakternya', 'dgn', 'kader']",NoBully, namanya kadrun munafik culas bajingan karakternya dgn kader ,Bully
"['kerja', 'bajingan', 'tolol']",NoBully, kerja bajingan tolol ,NoBully
"['ngapain', 'pelet', 'bajingan', 'kayak']",Bully, ngapain pelet bajingan kayak ,Bully
"['proyek', 'rela', 'dijebak', 'hutang', 'sama', 'kakak', 'emang', 'bajingan', 'tolol', 'ajak', 'kakak', 'bsr', 'kc', 'negaranya', 'bikin', 'proyek', 'yang', 'ktnya', 'btob', 'tidak', 'pakai', 'jaminan', 'apbn', 'bunga', 'hutang', 'jepang', 'anehnya', 'skrg', 'jd', 'bunga', 'molor', 'bengkak', 'koq', 'tidak', 'didenda', 'finalty']",Bully, proyek rela dijebak hutang sama kakak emang bajingan tolol ajak kakak bsr kc negaranya bikin proyek yang ktnya btob tidak pakai jaminan apbn bunga hutang jepang anehnya skrg jd bunga molor bengkak koq tidak didenda finalty ,Bully
['bajingan'],NoBully, bajingan ,NoBully
"['sumpah', 'ya', 'nungu', 'kabar', 'kontraknya', 'blackpink', 'kyk', 'gue', 'nungu', 'kabar', 'mashidam', 'grup', 'ovt', 'mikir', 'terburuk', 'yang', 'pd', 'beneran', 'kejadian', 'emang', 'ditunda', 'tunda', 'aja', 'yang', 'nyakitin', 'gue', 'tuh', 'si', 'bajingan', 'sih']",Bully, sumpah ya nungu kabar kontraknya blackpink kyk gue nungu kabar mashidam grup ovt mikir terburuk yang pd beneran kejadian emang ditunda tunda aja yang nyakitin gue tuh si bajingan sih ,Bully
"['baca', 'alhamdulilah', 'dah', 'diangap', 'calon', 'surga', 'mo', 'dimadu', 'ups']",Bully, baca alhamdulilah dah diangap calon surga mo dimadu ups ,Bully
"['mg', 'bajingan', 'rejim', 'si', 'jokowi']",Bully, mg bajingan rejim si jokowi ,Bully
"['bajingan', 'emang', 'didzalimi', 'yang', 'dzalim']",Bully, bajingan emang didzalimi yang dzalim ,Bully
"['bajingan', 'ngabisin', 'duit', 'rakyat']",NoBully, bajingan ngabisin duit rakyat ,Bully
"['baja', 'bajingan']",NoBully, baja bajingan ,Bully
"['no', 'komen', 'mo', 'jdi', 'kacung', 'oligarki', 'mo', 'jdi', 'artis', 'goblok', 'sih', 'derita', 'lo', 'bodoh', 'gue', 'tapi', 'pilih', 'anies']",Bully, no komen mo jdi kacung oligarki mo jdi artis goblok sih derita lo bodoh gue tapi pilih anies ,Bully
"['dah', 'bngun', 'atw', 'belum', 'tdur', 'ksian', 'km', 'psti', 'mikirin', 'bajingan', 'yh']",Bully, dah bngun atw belum tdur ksian km psti mikirin bajingan yh ,Bully
"['bajingan', 'tolol', 'luh', 'sih', 'monyet', 'elu', 'menghina', 'pilihan', 'orang', 'monyet', 'kalau', 'elu', 'benci', 'agama', 'pindah', 'tiongkok', 'komunis', 'aja', 'disana', 'komunitas', 'luh', 'hidup', 'lo', 'dipersulit', 'elu', 'tidak', 'suka', 'agama', 'tingal', 'indo', 'elu', 'mati', 'berdiri', 'kiri', 'kanan', 'beragama']",NoBully, bajingan tolol luh sih monyet elu menghina pilihan orang monyet kalau elu benci agama pindah tiongkok komunis aja disana komunitas luh hidup lo dipersulit elu tidak suka agama tingal indo elu mati berdiri kiri kanan beragama ,NoBully
"['bajingan', 'tolol', 'luh', 'sih', 'monyet', 'elu', 'menghina', 'pilihan', 'orang', 'monyet', 'kalau', 'elu', 'benci', 'agama', 'pindah', 'tiongkok', 'komunis', 'aja', 'disana', 'komunitas', 'luh', 'hidup', 'lo', 'dipersulit', 'elu', 'tidak', 'suka', 'agama', 'tingal', 'indo', 'elu', 'mati', 'berdiri', 'kiri', 'kanan', 'beragama']",NoBully, bajingan tolol luh sih monyet elu menghina pilihan orang monyet kalau elu benci agama pindah tiongkok komunis aja disana komunitas luh hidup lo dipersulit elu tidak suka agama tingal indo elu mati berdiri kiri kanan beragama ,NoBully
"['bajingan', 'tolol', 'luh', 'sih', 'monyet', 'elu', 'menghina', 'pilihan', 'orang', 'monyet', 'kalau', 'elu', 'benci', 'agama', 'pindah', 'tiongkok', 'komunis', 'aja', 'disana', 'komunitas', 'luh', 'hidup', 'lo', 'dipersulit', 'elu', 'tidak', 'suka', 'agama', 'tingal', 'indo', 'elu', 'mati', 'berdiri', 'kiri', 'kanan', 'beragama']",NoBully, bajingan tolol luh sih monyet elu menghina pilihan orang monyet kalau elu benci agama pindah tiongkok komunis aja disana komunitas luh hidup lo dipersulit elu tidak suka agama tingal indo elu mati berdiri kiri kanan beragama ,NoBully
"['konten', 'konten', 'bajingan', 'yang', 'cewe', 'nuntut', 'efort', 'pasanganya', 'noh', 'nikahin', 'aja', 'noh', 'gampar', 'gampar', 'korea', 'halu']",Bully, konten konten bajingan yang cewe nuntut efort pasanganya noh nikahin aja noh gampar gampar korea halu ,Bully
"['mka', 'banteng', 'modal', 'congor', 'lihat', 'alasan', 'yang', 'pd', 'rakyat', 'bhw', 'keluarga', 'tdk', 'beda', 'partai', 'pedeipeh', 'mak', 'banteng', 'yang', 'dipecat', 'sbg', 'ketua', 'dewan', 'pengarah', 'brin', 'bpip', 'preman', 'partainya', 'rampok', 'miskin']",Bully, mka banteng modal congor lihat alasan yang pd rakyat bhw keluarga tdk beda partai pedeipeh mak banteng yang dipecat sbg ketua dewan pengarah brin bpip preman partainya rampok miskin ,Bully
"['tujuanya', 'hengkang', 'koalisi', 'perubahan', 'hny', 'bs', 'menjilat', 'penguasa', 'anak', 'mami', 'tidak', 'berani', 'melawan', 'penguasa', 'emang', 'berani', 'bisnisnya', 'dihambat', 'bantuan', 'suntikan', 'dana', 'perbankan', 'sot', 'si', 'wowo']",Bully, tujuanya hengkang koalisi perubahan hny bs menjilat penguasa anak mami tidak berani melawan penguasa emang berani bisnisnya dihambat bantuan suntikan dana perbankan sot si wowo ,Bully
"['bajingan', 'tolol', 'penipu', 'raut', 'muka', 'bersalah', 'berdosa', 'pemain', 'kawakan']",NoBully, bajingan tolol penipu raut muka bersalah berdosa pemain kawakan ,Bully
"['bajingan', 'ah', 'rony', 'kesel']",Bully, bajingan ah rony kesel ,Bully
"['wowo', 'sdh', 'thn', 'puasa', 'kekuasan', 'mertuanya', 'lengser', 'mengemis', 'menghiba', 'pd', 'si', 'bajingan', 'tolol', 'utk', 'dpt', 'jabatan', 'menteri', 'perduli', 'pendukungnya', 'kecewa', 'sikapnya', 'manusia', 'dipercaya', 'pemimpin', 'lebih', 'bahaya', 'mak', 'banteng', 'menghabiskan', 'aset', 'nkri']",NoBully, wowo sdh thn puasa kekuasan mertuanya lengser mengemis menghiba pd si bajingan tolol utk dpt jabatan menteri perduli pendukungnya kecewa sikapnya manusia dipercaya pemimpin lebih bahaya mak banteng menghabiskan aset nkri ,Bully
"['keuntungan', 'yang', 'sdh', 'diterima', 'lord', 'opung', 'si', 'bajingan', 'tolol', 'perduli', 'dg', 'rekomendasi', 'komnas', 'ham', 'mrk', 'tlh', 'upaya', 'membangun', 'daerah', 'rempang', 'sbg', 'psn', 'dg', 'landasan', 'peraturan', 'yang', 'melibatkan', 'stakeholder', 'banditnya']",Bully, keuntungan yang sdh diterima lord opung si bajingan tolol perduli dg rekomendasi komnas ham mrk tlh upaya membangun daerah rempang sbg psn dg landasan peraturan yang melibatkan stakeholder banditnya ,Bully
['bajingan'],NoBully, bajingan ,NoBully
"['sanusi', 'bajingan', 'tolol']",NoBully, sanusi bajingan tolol ,NoBully
"['jongos', 'bajingan', 'tolol', 'ngamuk', 'kumat', 'epilepsi']",NoBully, jongos bajingan tolol ngamuk kumat epilepsi ,Bully
"['knp', 'lo', 'tidak', 'membuka', 'mata', 'sih', 'yang', 'cinta', 'gue', 'elo', 'bajingan', 'lo', 'kampret', 'fuck', 'masi', 'aja', 'harepin', 'liat', 'noh', 'gue', 'rela', 'ningalin', 'gue', 'tai', 'lo', 'bangsat']",Bully, knp lo tidak membuka mata sih yang cinta gue elo bajingan lo kampret fuck masi aja harepin liat noh gue rela ningalin gue tai lo bangsat ,Bully
"['hasil', 'loby', 'lord', 'opung', 'china', 'tipu', 'bangsanya', 'dg', 'alasan', 'investasi', 'pabrik', 'kaca', 'lord', 'opung', 'otak', 'kekacauan', 'negeri', 'pintar', 'memanfatkan', 'si', 'bajingan', 'tolol', 'hny', 'amanat', 'pura', 'dg', 'penuh', 'tgjwb']",Bully, hasil loby lord opung china tipu bangsanya dg alasan investasi pabrik kaca lord opung otak kekacauan negeri pintar memanfatkan si bajingan tolol hny amanat pura dg penuh tgjwb ,Bully
"['kadang', 'pengen', 'mati', 'muda', 'mikir', 'no', 'point', 'in', 'living', 'gue', 'kasian', 'nyokap', 'gue', 'kalau', 'gue', 'tidak', 'mikul', 'orang', 'keluarga', 'gue', 'bajingan', 'lazy', 'pos']",Bully, kadang pengen mati muda mikir no point in living gue kasian nyokap gue kalau gue tidak mikul orang keluarga gue bajingan lazy pos ,Bully
"['emang', 'berani', 'pedeipeh', 'bertindak', 'pengen', 'tidak', 'project', 'pemerintah', 'ntar', 'preman', 'partainya', 'dikasih', 'makan', 'tdk', 'dpt', 'sumbangan', 'jokowi']",Bully, emang berani pedeipeh bertindak pengen tidak project pemerintah ntar preman partainya dikasih makan tdk dpt sumbangan jokowi ,Bully
"['opet', 'bajingan']",Bully, opet bajingan ,Bully
"['bajingan', 'yang', 'bikin', 'ebi', 'tolil']",Bully, bajingan yang bikin ebi tolil ,Bully
"['bajingan', 'kegocek', 'kaya', 'gamungkin', 'prediksi', 'kagak', 'ade', 'tuh', 'subtitle', 'eng', 'kor']",Bully, bajingan kegocek kaya gamungkin prediksi kagak ade tuh subtitle eng kor ,Bully
"['bajingan', 'fc', 'hold', 'on', 'tight', 'beter', 'things', 'gue', 'burik', 'tai']",Bully, bajingan fc hold on tight beter things gue burik tai ,Bully
"['memperbaiki', 'mencari', 'penganti']",Bully, memperbaiki mencari penganti ,Bully
"['sdh', 'penjilat', 'penghianat', 'bangsa', 'bangakan', 'aseng', 'rendahkan', 'anak', 'bangsa', 'dasar', 'bajingan', 'tolol']",NoBully, sdh penjilat penghianat bangsa bangakan aseng rendahkan anak bangsa dasar bajingan tolol ,Bully
"['nya', 'gk', 'seh', 'mas']",NoBully, nya gk seh mas ,Bully
['bajingan'],NoBully, bajingan ,NoBully
"['goblik', 'kamu', 'pengen', 'dipilih', 'dinikahi', 'cowok', 'red', 'flag', 'dlm', 'kamu', 'klo', 'pinter', 'sebenernya', 'beruntung', 'dripada', 'pacarnya', 'pacarnya', 'tidak', 'tau', 'nikah', 'cowok', 'bajingan']",Bully, goblik kamu pengen dipilih dinikahi cowok red flag dlm kamu klo pinter sebenernya beruntung dripada pacarnya pacarnya tidak tau nikah cowok bajingan ,Bully
"['bajingan', 'ya', 'lagu']",Bully, bajingan ya lagu ,Bully
"['wowo', 'sdh', 'bhw', 'thn', 'tdk', 'dukungan', 'perbankan', 'utk', 'bisnisnya', 'terima', 'pemberian', 'jokowi', 'sbg', 'menteri', 'hny', 'utk', 'menyelamatkan', 'bisnisnya', 'suntikan', 'dana', 'bank', 'rakyat', 'tujuan', 'si', 'wowo', 'utk', 'berkuasa']",Bully, wowo sdh bhw thn tdk dukungan perbankan utk bisnisnya terima pemberian jokowi sbg menteri hny utk menyelamatkan bisnisnya suntikan dana bank rakyat tujuan si wowo utk berkuasa ,Bully
"['kalau', 'bsk', 'emang', 'anak', 'anak', 'sama', 'fx', 'kwangya', 'store', 'gimana', 'ya', 'gue', 'pts', 'senin', 'nya', 'bajingan']",Bully, kalau bsk emang anak anak sama fx kwangya store gimana ya gue pts senin nya bajingan ,Bully
